24sOQK2qXDjgndCDsCEdtD;Get It Right (feat. MÌ÷ & GoldLink) [Remix];172308;Get It Right (feat. MÌ÷ & GoldLink) [Remix];single;Diplo;65;FALSE;;;0.07730000;0.48100000;0.85700000;0.00000413;0;0.19500000;-3.86;1;0.16300000;159.683;4;0.25800000;2018-05-27T10:31:53.168Z;27/05/18;10:31:53
42ZVk59gT4tMlrZmd8Ijxf;Indestructible;278027;Indestructible;album;Disturbed;70;FALSE;alternative metal, nu metal, post-grunge, rap metal, rap rock;;0.000209;0.429;0.966;0.124000;8;0.3710;-4.605;1;0.0733;179.956;4;0.525;2018-07-03T10:32:10.823Z;03/07/18;10:32:10
17Iwkwaoz6bwFfvxqDHvo7;Invisibile;180467;Musica da giostra, Vol. 5;album;DJ Matrix;39;FALSE;italian hip hop, italian pop;;0.031800;0.627;0.877;0.000002;7;0.0903;-3.152;0;0.0434;95.014;4;0.758;2018-06-24T10:32:41.306Z;24/06/18;10:32:41
1XZrMIHtCVJPqK29Mzm44G;Bottom of a Bottle;221827;Shapeshifter;album;Smile Empty Soul;65;FALSE;alternative metal, nu metal, post-grunge, rap metal, rap rock;;0.002360;0.537;0.847;0.000001;6;0.0844;-5.208;1;0.0383;106.055;4;0.459;2018-07-03T10:32:56.405Z;03/07/18;10:32:56
6yazKbkmXk6m9VGULpqUXi;Fatto male;201253;Musica da giostra, Vol. 5;album;DJ Matrix;46;FALSE;italian hip hop, italian pop;;0.031500;0.642;0.931;0.000000;8;0.1400;-2.088;0;0.0483;100.045;4;0.598;2018-06-25T10:33:21.683Z;25/06/18;10:33:21
2ZEqEHPOhJdkI9pCCW9pBD;Kids in Love - Don Diablo Remix;195714;Kids in Love (Don Diablo Remix);single;Kygo;69;FALSE;;;0.06230000;0.65300000;0.91100000;0.00005220;9;0.30100000;-2.979;0;0.06450000;125.959;4;0.33500000;2018-05-27T10:33:33.751Z;27/05/18;10:33:33
3GHMDCdHuaqixnDNaKLSce;Ghostblaster;226286;Ghostblaster;single;Gabry Ponte;47;FALSE;eurodance, italo dance;;0.000959;0.668;0.844;0.000058;7;0.1350;-5.806;1;0.0414;140.011;4;0.035;2018-06-25T10:34:53.485Z;25/06/18;10:34:53
3GHMDCdHuaqixnDNaKLSce;Ghostblaster;226286;Ghostblaster;single;Gabry Ponte;47;FALSE;eurodance, italo dance;;0.000959;0.668;0.844;0.000058;7;0.1350;-5.806;1;0.0414;140.011;4;0.035;2018-06-25T10:35:21.769Z;25/06/18;10:35:21
49f5pdNpRNWyK7fVTwunTO;One Kiss (with Dua Lipa) - Jauz Remix;252846;One Kiss (with Dua Lipa) [Jauz Remix];single;Calvin Harris;67;FALSE;;;0.01920000;0.74100000;0.78400000;0.00004120;0;0.85200000;-5.379;1;0.06990000;123.998;4;0.55100000;2018-05-27T10:35:50.707Z;27/05/18;10:35:50
1XZrMIHtCVJPqK29Mzm44G;Bottom of a Bottle;221827;Shapeshifter;album;Smile Empty Soul;65;FALSE;alternative metal, nu metal, post-grunge, rap metal, rap rock;;0.002360;0.537;0.847;0.000001;6;0.0844;-5.208;1;0.0383;106.055;4;0.459;2018-07-03T10:36:37.042Z;03/07/18;10:36:37
2fKwgxMdLZ1IZPUXEG1Si7;MÌÁs Fuerte;184627;MÌÁs Fuerte;single;Greeicy;71;FALSE;colombian pop, latin, latin pop, pop reggaeton, reggaeton;;0.101000;0.830;0.801;0.000100;11;0.1360;-4.413;0;0.0761;92.002;4;0.492;2018-07-05T10:37:44.041Z;05/07/18;10:37:44
2eGCc9zvaUKzd3oKwQNwXW;Oroscopo;198293;Oroscopo;single;Calcutta;60;FALSE;italian alternative, italian arena pop;;0.276000;0.604;0.822;0.000000;11;0.1630;-4.95;0;0.1260;163.945;4;0.793;2018-07-05T10:38:49.135Z;05/07/18;10:38:49
24sOQK2qXDjgndCDsCEdtD;Get It Right (feat. MÌ÷ & GoldLink) [Remix];172308;Get It Right (feat. MÌ÷ & GoldLink) [Remix];single;Diplo;65;FALSE;;;0.07730000;0.48100000;0.85700000;0.00000413;0;0.19500000;-3.86;1;0.16300000;159.683;4;0.25800000;2018-05-27T10:40:02.620Z;27/05/18;10:40:02
4bciEWCPPeR2UiVloDyUc5;Devil (feat. Busta Rhymes, B.o.B & Neon Hitch);210307;Devil (feat. Busta Rhymes, B.o.B & Neon Hitch);single;Cash Cash;55;TRUE;big room, dance pop, edm, electro house, electropop, electropowerpop, indie poptimism, pop, tropical house;;0.055000;0.613;0.765;0.000000;9;0.2050;-2.974;0;0.0568;144.893;4;0.335;2018-07-05T10:40:04.541Z;05/07/18;10:40:04
1FjHxl8B28sXj7eVfxdST4;Better With You;196018;Better With You;single;Michl;69;FALSE;electropop, indie poptimism, indie r&b, vapor soul;;0.265000;0.784;0.437;0.000070;5;0.1260;-7.868;1;0.0509;90.003;4;0.470;2018-07-03T10:40:19.417Z;03/07/18;10:40:19
2ZEqEHPOhJdkI9pCCW9pBD;Kids in Love - Don Diablo Remix;195714;Kids in Love (Don Diablo Remix);single;Kygo;69;FALSE;edm, pop, tropical house;;0.062300;0.653;0.911;0.000052;9;0.3010;-2.979;0;0.0645;125.959;4;0.335;2018-07-05T10:40:51.803Z;05/07/18;10:40:51
4mqkojZldKNrkJHhK71nNK;Poi dopo cosa?;202472;Poi dopo cosa?;single;Bassi Maestro;43;TRUE;italian hip hop;;0.363000;0.729;0.523;0.000000;10;0.1380;-8.237;0;0.4290;90.841;3;0.244;2018-06-28T10:41:01.994Z;28/06/18;10:41:01
1m3vmoYlc3tm1cNV0QWzzN;Rhythm Is A Dancer (feat. Kaleena Zanders);171429;Rhythm Is A Dancer (feat. Kaleena Zanders);single;Breathe Carolina;72;FALSE;;;0.05310000;0.61800000;0.88500000;0.00041700;11;0.19100000;-1.943;1;0.05510000;125.984;4;0.55400000;2018-05-27T10:42:55.376Z;27/05/18;10:42:55
0ehxWIhybOYQ3acRhmcNVF;Beautiful Goodbye;255253;Overexposed Track By Track;album;Maroon 5;58;FALSE;dance pop, pop;;0.002200;0.654;0.572;0.000002;3;0.1060;-2.651;1;0.0393;168.126;4;0.395;2018-06-28T10:43:10.765Z;28/06/18;10:43:10
6piirH61jEroydbQSLtopl;Per Sempre (feat. Giulia Jean);204375;Per Sempre (feat. Giulia Jean);single;GionnyScandal;62;FALSE;italian arena pop, italian hip hop;;0.029200;0.524;0.707;0.000000;8;0.1170;-4.614;1;0.0611;79.866;4;0.278;2018-07-03T10:43:36.026Z;03/07/18;10:43:36
2NphztefpybiUgnaF0YVNB;Been Ballin (feat. Lil Uzi Vert);180575;Steve Aoki Presents Kolony;album;Steve Aoki;56;TRUE;big room, dance pop, edm, electro house, pop, tropical house;;0.060900;0.670;0.915;0.000000;9;0.3090;-3.192;0;0.0385;128.014;4;0.560;2018-07-05T10:44:06.565Z;05/07/18;10:44:06
5rwdhliMmo0aAQ08vU0AOZ;Maps;189959;V (Deluxe);album;Maroon 5;73;FALSE;dance pop, pop;;0.020500;0.742;0.713;0.000000;1;0.0591;-5.522;0;0.0303;120.032;4;0.879;2018-06-28T10:45:02.076Z;28/06/18;10:45:02
2GoLbyGzBYqDBq65hWs5ml;Alone - CID Remix;226562;Alone (Remixes) (Feat. Big Sean & Stefflon Don);single;Halsey;70;FALSE;;;0.02230000;0.71100000;0.79800000;0.00001710;2;0.18500000;-4.115;0;0.05770000;124.967;4;0.64100000;2018-05-27T10:45:47.268Z;27/05/18;10:45:47
1jVyySj7lmNLUrngvNoATY;Kiss This - Live;116217;X Factor 2017 Live Show #6;compilation;MÌ´neskin;43;FALSE;italian alternative, italian arena pop;;0.032400;0.551;0.880;0.000022;9;0.2090;-7.086;1;0.0440;99.057;4;0.764;2018-06-30T10:46:55.650Z;30/06/18;10:46:55
1Cfc6tymalsacEi8N4G8FV;Bright Lights - Radio Edit;202500;Bright Lights (Radio Edit);single;Syn Cole;42;FALSE;big room, deep tropical house, edm, electro house, house, pop, progressive electro house, tropical house;;0.003380;0.594;0.952;0.016700;9;0.1840;-3.051;0;0.0421;128.029;4;0.427;2018-07-05T10:46:58.818Z;05/07/18;10:46:58
3AbvPPbUPa5JQPz1EW1b7e;Higher;326293;Greatest Hits;compilation;Creed;49;FALSE;alternative metal, alternative rock, nu metal, pop rock, post-grunge, rap rock, rock;;0.000052;0.454;0.817;0.000194;2;0.1590;-6.364;1;0.0357;155.847;4;0.451;2018-07-03T10:47:00.821Z;03/07/18;10:47:00
0u7ghYOO8OSamsX8yakIVw;We Are Forever;133491;Limbo;single;They Dream By Day;67;FALSE;compositional ambient, focus;;0.976000;0.463;0.192;0.946000;2;0.0930;-18.888;1;0.0373;114.133;3;0.066;2018-07-05T10:48:48.128Z;05/07/18;10:48:48
3H452nrW7GsaU01lpfrQTf;Pamplona;224133;Fenomeno;album;Fabri Fibra;63;FALSE;italian hip hop, italian pop;;0.007220;0.658;0.763;0.000000;10;0.1180;-6.276;1;0.1550;107.849;4;0.444;2018-06-30T10:48:50.918Z;30/06/18;10:48:50
0vbHtI4YnEynyJp7qfNATv;Hearts Ain't Gonna Lie - Eden Prince Remix;238451;Hearts Ain't Gonna Lie (Remixes, Pt. 1);single;Arlissa;67;FALSE;;;0.21800000;0.61100000;0.83500000;0.00010700;6;0.02840000;-3.721;0;0.09270000;117.851;4;0.57200000;2018-05-27T10:49:34.492Z;27/05/18;10:49:34
0RZyUsKfiC7MtiGKatCtGc;Misery;216200;Hands All Over (Revised International Standard version);album;Maroon 5;61;FALSE;dance pop, pop;;0.000385;0.709;0.820;0.000000;4;0.1990;-4.774;0;0.0476;102.941;4;0.685;2018-06-28T10:50:27.669Z;28/06/18;10:50:27
2QjxTQAOtgiTJSO83VjJcv;Dinner For Two;167211;Dinner For Two;single;Allysa Nelson;61;FALSE;focus;;0.995000;0.655;0.033;0.962000;1;0.1040;-23.902;1;0.0450;70.009;3;0.310;2018-07-05T10:50:58.103Z;05/07/18;10:50:58
0RZyUsKfiC7MtiGKatCtGc;Misery;216200;Hands All Over (Revised International Standard version);album;Maroon 5;61;FALSE;dance pop, pop;;0.000385;0.709;0.820;0.000000;4;0.1990;-4.774;0;0.0476;102.941;4;0.685;2018-06-28T10:51:38.622Z;28/06/18;10:51:38
1MQ1fzplvZCbGwAIUe99RD;Sabato sera;154720;Musica da giostra, Vol. 5;album;DJ Matrix;43;FALSE;italian hip hop, italian pop;;0.204000;0.771;0.905;0.000000;10;0.0903;-2.22;1;0.0323;125.008;4;0.940;2018-06-26T10:51:40.995Z;26/06/18;10:51:40
1AEYT6VxrxXPMoQUxsY0E4;Headstrong;285570;Trapt;album;Trapt;76;TRUE;alternative metal, nu metal, post-grunge, rap metal, rap rock;;0.000172;0.492;0.896;0.000003;4;0.1890;-5.819;0;0.1170;184.981;4;0.534;2018-07-03T10:52:27.648Z;03/07/18;10:52:27
66vG7c0EsbHMhAsBGOqhvZ;Go Deep;206619;Go Deep;single;Gorgon City;65;FALSE;;;0.20300000;0.79400000;0.75800000;0.00011000;9;0.08790000;-6.32;0;0.03820000;124.974;4;0.50700000;2018-05-25T10:53:26.871Z;25/05/18;10:53:26
3ZbJMlEL4Kcme0ONRO7Slx;You Can Cry;194533;You Can Cry;single;Marshmello;83;FALSE;;;0.09740000;0.49100000;0.61700000;0.00000000;4;0.27000000;-4.545;0;0.14700000;126.816;5;0.17000000;2018-05-27T10:53:33.339Z;27/05/18;10:53:33
0RZyUsKfiC7MtiGKatCtGc;Misery;216200;Hands All Over (Revised International Standard version);album;Maroon 5;61;FALSE;dance pop, pop;;0.000385;0.709;0.820;0.000000;4;0.1990;-4.774;0;0.0476;102.941;4;0.685;2018-06-28T10:53:43.705Z;28/06/18;10:53:43
0u7ghYOO8OSamsX8yakIVw;We Are Forever;133491;Limbo;single;They Dream By Day;67;FALSE;compositional ambient, focus;;0.976000;0.463;0.192;0.946000;2;0.0930;-18.888;1;0.0373;114.133;3;0.066;2018-07-05T10:53:47.770Z;05/07/18;10:53:47
7AujiK4ndTotwFOaGEjvOu;Bene ma non benissimo;193242;Bene ma non benissimo;single;Shade;65;TRUE;italian arena pop, italian hip hop;;0.090000;0.841;0.949;0.000000;7;0.0879;-2.275;0;0.2090;127.968;4;0.894;2018-06-26T10:54:15.213Z;26/06/18;10:54:15
40ncfgHJEmnC6kt1atUekN;Dismantle;115578;Dismantle;single;Peter Sandberg;55;FALSE;;;0.98500000;0.40400000;0.13400000;0.88400000;3;0.15600000;-20.222;1;0.03070000;100.155;3;0.41300000;2018-06-01T10:54:44.334Z;01/06/18;10:54:44
7vHshinTU8161w69EPbabY;Younger - Kygo Remix;351579;Pretend;album;Seinabo Sey;65;FALSE;swedish electropop, swedish soul;;0.165000;0.686;0.474;0.000184;2;0.0809;-8.058;0;0.0810;113.961;4;0.615;2018-07-07T10:55:06.214Z;07/07/18;10:55:06
5PZ8CfLim9uRo39vybLzPs;Nothing Scares Me Anymore;237827;Nothing Scares Me Anymore;single;Steve Angello;70;FALSE;;;0.04020000;0.41500000;0.57200000;0.00000236;7;0.07330000;-7.793;0;0.03600000;125.915;4;0.10200000;2018-05-25T10:55:54.868Z;25/05/18;10:55:54
3a6enSby0Rw9mrRPKDvqEL;Simple Beauty;94206;Simple Beauty;album;Martin Fox;60;FALSE;focus;;0.994000;0.538;0.015;0.929000;0;0.1020;-21.967;1;0.0856;70.826;3;0.328;2018-07-05T10:56:01.754Z;05/07/18;10:56:01
2F6FfZ4w8z3eJpSxPotVO5;Falling Away from Me;270920;Issues;album;Korn;71;TRUE;alternative metal, funk metal, groove metal, nu metal, post-grunge, rap metal, rap rock, rock;;0.000140;0.468;0.769;0.001240;4;0.2710;-7.036;1;0.0410;104.102;4;0.170;2018-07-07T10:56:35.778Z;07/07/18;10:56:35
7bCer4M8MED1kVoDZN6QoX;Stop Me from Falling - Joe Stone Remix;162933;Stop Me from Falling (Remixes);single;Kylie Minogue;52;FALSE;;;0.56800000;0.64800000;0.86200000;0.00000120;1;0.18200000;-4.605;1;0.27900000;126.089;4;0.75900000;2018-05-27T10:56:48.246Z;27/05/18;10:56:48
4JxTPOKAc8AkspGuK1SKcX;I Can't Wait;192019;I Can't Wait (feat. Adam Martinez);single;Manuel Costa;34;FALSE;;;0.01420000;0.51000000;0.76900000;0.00025400;4;0.07580000;-4.012;1;0.05460000;140.045;4;0.20100000;2018-05-25T10:56:57.857Z;25/05/18;10:56:57
1eJRbQdRijmsoyVHlbyeXm;Lose Yourself;264011;Lose Yourself;single;Saliva;61;TRUE;alternative metal, nu metal, post-grunge, rap metal, rap rock, wrestling;;0.000231;0.449;0.910;0.000002;7;0.2380;-5.525;1;0.0657;172.035;4;0.567;2018-07-03T10:57:13.745Z;03/07/18;10:57:13
2p7a4xb62guLRniEuZBY65;Another Night - Remix;232500;Another Night (Remastered);single;Mike Williams;54;FALSE;big room, deep big room, edm, electro house, house, progressive electro house, progressive house, tropical house;;0.289000;0.665;0.570;0.000200;8;0.1940;-10.587;1;0.0506;128.04;4;0.523;2018-07-05T10:57:38.246Z;05/07/18;10:57:38
1pKYYY0dkg23sQQXi0Q5zN;Around The World;429533;Homework;album;Daft Punk;69;FALSE;;;0.00356000;0.95600000;0.79500000;0.88900000;7;0.09060000;-5.311;1;0.15000000;121.294;4;0.84100000;2018-06-01T10:57:45.840Z;01/06/18;10:57:45
4YDNexAkfogpCOeUnHKrlH;Direzione lunapark;202973;Musica da giostra, Vol. 4;album;DJ Matrix;30;FALSE;italian hip hop, italian pop;;0.074600;0.945;0.977;0.000519;8;0.2300;-4.891;1;0.1230;127.992;4;0.905;2018-06-26T10:57:58.583Z;26/06/18;10:57:58
2ihLzOOhbP7war6Zd2pLts;Poetic;182760;Pretend;album;Seinabo Sey;46;FALSE;swedish electropop, swedish soul;;0.525000;0.511;0.528;0.000161;5;0.1070;-6.954;0;0.0314;82.002;4;0.565;2018-07-07T10:58:07.241Z;07/07/18;10:58:07
6K3mCC351Nn5x4yhqbc5R5;Coffee Please;152709;Coffee Please;single;Jay Hardway;57;FALSE;big room, deep big room, edm, electro house, house, progressive electro house, progressive house, tropical house, tropical pop edm;;0.038200;0.650;0.866;0.032900;7;0.3320;-3.766;0;0.0320;125.012;4;0.356;2018-07-05T10:58:27.110Z;05/07/18;10:58:27
0RFSeNlymiYTNYJUHMPvtJ;Dove stanno;218133;Raw;album;Duke Montana;12;TRUE;italian hip hop;;0.182000;0.692;0.749;0.000000;2;0.0812;-5.597;1;0.0780;128.001;4;0.277;2018-07-07T10:59:03.326Z;07/07/18;10:59:03
1QdG3nKKTrNWlN9x9t1cH6;FRIENDS - Borgeous Remix;202440;FRIENDS (Borgeous Remix);single;Marshmello;73;TRUE;;;0.02460000;0.43900000;0.84700000;0.00000000;0;0.13900000;-6.258;1;0.24200000;114.099;4;0.29800000;2018-05-27T10:59:31.563Z;27/05/18;10:59:31
6GyR41k0C1zaWtehhZuR1X;Around the World;209521;Around the World;single;MÌ¦we;54;FALSE;;;0.58000000;0.69600000;0.72900000;0.00000000;11;0.17300000;-4.3;0;0.03320000;123.968;4;0.55200000;2018-06-01T10:59:50.901Z;01/06/18;10:59:50
